"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"Edgewood","KY","Louisville/Jefferson County","Jefferson","Louisville",4400,77800,0.00128700128700129,0.00387096774193548,-0.00128369704749679,0.00979281866498938,0.00515610752894391,"2014-11","2014-Q4",78800,-0.0126903553299492,"2014-07"
2015-08-31,"Forest Hill Extension","CA","San Francisco","San Francisco","San Francisco",4401,1505000,0.0156566338237279,0.0555477626595595,0.134564643799472,0.103418583203015,0.0410516386048771,"2015-08","2015-Q3",1505000,0,"2015-08"
2015-08-31,"Shelby Hills","TN","Nashville","Davidson","Nashville",4402,170700,0.024609843937575,0.0595903165735568,0.208923512747875,0.0885191393209999,0.0728467284935048,"2015-08","2015-Q3",170700,0,"2015-08"
2015-08-31,"Buckhead Village","GA","Atlanta","Fulton","Atlanta",4403,201900,0.00347912524850895,0.00798801797304044,0.078525641025641,0.0643693917442667,-0.0035455204334317,"2000-09","2000-Q3",215800,-0.0644114921223355,"2000-06"
2015-08-31,"Lakewood","LA","New Orleans","Orleans","New Orleans",4404,553400,0.0113304093567251,0.0415960850743459,0.143152241272464,0.0763298890950128,0.0171418605152653,"2015-08","2015-Q3",553400,0,"2015-08"
2015-08-31,"Balboa Way","AZ","Phoenix","Maricopa","Chandler",4405,560700,-0.000890947968638632,-0.0032,-0.0190692792162351,0.050106686409735,-0.0117581587020831,"2006-07","2006-Q3",715700,-0.21657118904569,"2005-05"
2015-08-31,"Valencia","TX","San Antonio","Bexar","San Antonio",4406,140000,0.00430416068866571,0.0189228529839884,0.0752688172043011,0.0475168349741679,0.0266716656941801,"2015-08","2015-Q3",140000,0,"2015-08"
2015-08-31,"Nebraska","IN","Fort Wayne","Allen","Fort Wayne",4407,42500,-0.00234741784037559,0.0119047619047619,-0.0340909090909091,0,-0.0324350115873576,"1998-06","1998-Q2",71200,-0.403089887640449,
2015-08-31,"Bayview","AL","Mobile","Mobile","Mobile",4408,66900,0.00299850074962519,0.0105740181268882,-0.020497803806735,-0.00558529945278474,-0.00800653505165161,"2007-03","2007-Q1",80900,-0.173053152039555,"2005-04"
2015-08-31,"Rosemont West","AZ","Tucson","Pima","Tucson",4409,143600,0.00349406009783368,0.00984528832630099,-0.0123796423658872,0.00945456078929241,-0.0222848885165523,"2006-08","2006-Q3",202100,-0.2894606630381,"2004-09"
