"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"13211","NY","Syracuse","Onondaga","Mattydale",9012,76900,0.00918635170603675,0.0253333333333333,-0.0482673267326733,-0.00687788162407144,0.00277263581765919,"2014-09","2014-Q3",80800,-0.0482673267326733,"2013-12"
2015-08-31,"17339","PA","York","York","Fairview Township",9013,196500,-0.000508646998982706,0.00203977562468129,-0.0030441400304414,-0.00402225207458773,0.00179884021587329,"2007-07","2007-Q3",215300,-0.0873200185787274,"2005-10"
2015-08-31,"72751","AR","Fayetteville","Benton","Pea Ridge",9014,114500,0.0035056967572305,0.0186832740213523,0.0380779691749773,0.015163966541123,0.00035001785458566,"2006-09","2006-Q3",124900,-0.0832666132906325,"2005-09"
2015-08-31,"21163","MD","Baltimore","Howard","Woodstock",9015,431800,0.00046339202965709,-0.00254100254100254,-0.0125771781385776,-0.000370130572423077,-0.0106295735594927,"2007-04","2007-Q2",508500,-0.150835791543756,"2004-11"
2015-08-31,"37681","TN","Johnson City","Washington","Limestone",9016,131000,0.00229533282325937,0.00306278713629403,-0.00682335102350265,0.00717478461007692,0.0204430021828925,"2015-02","2015-Q1",132500,-0.0113207547169811,"2015-01"
2015-08-31,"37769","TN","Knoxville","Anderson","Rocky Top",9017,86900,0.018757327080891,0.0623471882640587,0.104193138500635,-0.0149550766564009,0.00680734385890469,"2008-09","2008-Q3",99300,-0.124874118831823,"2007-11"
2015-08-31,"80925","CO","Colorado Springs","El Paso","Colorado Springs",9018,228400,0.00395604395604396,0.00749889722099691,0.0505979760809568,0.0289782189404779,0.0158834449268173,"2015-08","2015-Q3",228400,0,"2015-08"
2015-08-31,"97467","OR","Roseburg","Douglas","Reedsport",9019,139100,0.00360750360750361,0.00360750360750361,0.0757927300850735,-0.00922847665650284,-0.00400798460585916,"2006-09","2006-Q3",170500,-0.1841642228739,"2005-07"
2015-08-31,"48131","MI","Monroe","Monroe","Dundee",9020,136600,0.000732600732600733,0.0118518518518519,0.084988085782367,0.0361077804798335,-0.0128752737138002,"2005-11","2005-Q4",156100,-0.124919923126201,"2003-01"
2015-08-31,"89179","NV","Las Vegas","Clark","Las Vegas",9021,228400,0.00439753737906772,0.0088339222614841,0.0334841628959276,0.0419254136863929,-0.0404612206480847,"2006-06","2006-Q2",358200,-0.362367392518146,"2004-02"
2015-08-31,"32113","FL","Ocala","Marion","Citra",9022,121900,0.00246710526315789,0.00246710526315789,-0.006519967400163,0.0103201837912565,-0.0306401261438927,"2007-07","2007-Q3",199900,-0.390195097548774,"2004-09"
2015-08-31,"07732","NJ","New York","Monmouth","Highlands",9023,259900,0.022021234762092,0.0342220453641066,0.0966244725738397,0.00216871374023331,-0.0105226124318289,"2006-07","2006-Q3",304300,-0.145908642786724,"2005-01"
2015-08-31,"15222","PA","Pittsburgh","Allegheny","Pittsburgh",9024,273800,0.000365363536719035,-0.034555712270804,-0.001822821728035,0.0496376630878317,0.0372676845089348,"2015-04","2015-Q2",285000,-0.0392982456140351,"2015-03"
2015-08-31,"18072","PA","Allentown","Northampton","Pen Argyl",9025,152500,0.00262984878369494,0.00461133069828722,0.00926538716082065,-0.0150350230435595,-0.0108045906344852,"2006-12","2006-Q4",194100,-0.214322514167955,"2004-10"
2015-08-31,"07756","NJ","New York","Monmouth","Ocean Grove",9026,405300,0.00620655412115194,0.0175746924428823,-0.0347701833769945,-0.00624685741812436,-0.0086307740145839,"2006-08","2006-Q3",473900,-0.144756277695716,"2005-02"
2015-08-31,"21875","MD","Salisbury","Wicomico","Delmar",9027,142200,-0.00140449438202247,0.00211416490486258,0.0289435600578871,-0.00648241109106051,-0.0112912399562343,"2007-07","2007-Q3",183000,-0.222950819672131,"2005-04"
2015-08-31,"97378","OR","Portland","Yamhill","Sheridan",9028,152900,0.00393959290873276,0.0159468438538206,0.0515818431911967,0.0177846342800239,0.00699843588758498,"2007-10","2007-Q4",169200,-0.0963356973995272,"2006-04"
2015-08-31,"28789","NC",,"Jackson","Whittier",9029,152300,0.003955174686882,0.00860927152317881,-0.00196592398427261,-0.0151737453077606,-0.0152506695653437,"2007-06","2007-Q2",219000,-0.304566210045662,"2004-05"
2015-08-31,"74352","OK",,"Mayes","Locust Grove",9030,98600,0,0.023883696780893,0.0568060021436227,0.0335562737093777,0.0275990587499249,"2014-01","2014-Q1",102900,-0.0417881438289602,"2013-12"
2015-08-31,"26187","WV","Parkersburg","Wood","Williamstown",9031,125700,0.00801924619085806,0.0252854812398042,0.00963855421686747,0.025925985545181,0.0210122519306009,"2015-08","2015-Q3",125700,0,"2015-08"
2015-08-31,"01226","MA","Pittsfield","Berkshire","Dalton",9032,169000,0.0119760479041916,0.0137972405518896,0.019915509957755,-0.00943130823209504,-0.00325458516660937,"2007-10","2007-Q4",195100,-0.133777549974372,"2005-01"
2015-08-31,"95693","CA","Sacramento","Sacramento","Wilton",9033,540300,0.0102842183994016,0.0254317707344847,0.0436546262314082,0.0498706702833773,-0.0204342098805157,"2006-01","2006-Q1",669200,-0.192618051404662,"2004-09"
2015-08-31,"28114","NC","Forest City","Rutherford","Mooresboro",9034,72700,-0.0122282608695652,-0.0228494623655914,0.0139470013947001,-0.00673915861294672,-0.00815058670212832,"2006-01","2006-Q1",91000,-0.201098901098901,"2004-06"
2015-08-31,"07028","NJ","New York","Essex","Glen Ridge",9035,564000,0.000354735721887194,-0.00335748365435589,0.0331562557244917,0.018264609747269,-0.0043108951458336,"2006-05","2006-Q2",600600,-0.0609390609390609,"2005-05"
2015-08-31,"41073","KY","Cincinnati","Campbell","Bellevue",9036,102600,0,0.00588235294117647,0.0188679245283019,0.020942129788915,0.0137536538637839,"2015-08","2015-Q3",102600,0,"2015-08"
2015-08-31,"74108","OK","Tulsa","Tulsa","Tulsa",9037,85200,0.00117508813160987,0.00353356890459364,0.0570719602977668,0.0239264057792341,0.014881242069968,"2015-08","2015-Q3",85200,0,"2015-08"
2015-08-31,"75763","TX","Palestine","Anderson","Frankston",9038,127400,-0.00234925606891151,-0.00546448087431694,0.067001675041876,-0.00125117689439525,0.014978186780596,"2010-05","2010-Q2",131800,-0.0333839150227618,
2015-08-31,"06422","CT","Hartford","Middlesex","Town of Durham",9039,288100,0.00208695652173913,0.00348310693138279,-0.0133561643835616,-0.0218207645729503,-0.0167450218547831,"2005-11","2005-Q4",343100,-0.160303118624308,"2003-10"
2015-08-31,"32234","FL","Jacksonville","Duval","Jacksonville",9040,136000,0.00666173205033309,0.0240963855421687,0.0225563909774436,0.00432013706951517,-0.0117737818388345,"2006-11","2006-Q4",173800,-0.217491369390104,"2005-01"
2015-08-31,"10504","NY","New York","Westchester","Armonk",9041,1085500,0.0124988340639866,0.0132549239242042,0.0204945003290401,0.0112989666907046,-0.00951477106494458,"2007-07","2007-Q3",1237100,-0.122544660900493,"2005-02"
2015-08-31,"96795","HI","Honolulu","Honolulu","Waimanalo",9042,746400,0.0024174053182917,0.0224657534246575,0.0575233777274015,0.0468062031111085,0.0118733626361982,"2007-04","2007-Q2",828500,-0.0990947495473748,"2005-11"
2015-08-31,"19041","PA","Philadelphia","Montgomery","Haverford",9043,675400,0.0064073908508419,0.0222491297109127,0.0116836428999401,0.00856643211247543,0.00582335073012952,"2007-09","2007-Q3",677800,-0.00354086751254057,"2007-08"
2015-08-31,"92655","CA","Los Angeles","Orange","Westminster",9044,487100,0.0107906204606765,0.0317729294640966,0.106039963669391,0.0422278101689806,-0.00992648372610183,"2006-05","2006-Q2",593200,-0.178860418071477,"2005-03"
2015-08-31,"14569","NY",,"Wyoming","Town of Warsaw",9045,87100,-0.0034324942791762,-0.00457142857142857,0.0381406436233611,0.0207493729198964,0.0171220785458419,"2015-06","2015-Q2",87700,-0.00684150513112885,"2015-05"
2015-08-31,"54025","WI","Minneapolis-St Paul","Saint Croix","Somerset",9046,210600,0.012013455069678,0.0369276218611521,0.0684931506849315,0.0424174467237595,0.0242679553437573,"2015-08","2015-Q3",210600,0,"2015-08"
2015-08-31,"07422","NJ","New York","Sussex","Highland Lake",9047,187700,0.0129519697787372,0.0284931506849315,0.0544943820224719,-0.0100268294560515,-0.0262498249580873,"2006-05","2006-Q2",264200,-0.289553368660106,"2003-04"
2015-08-31,"93022","CA","Ventura","Ventura","Oak View",9048,507400,0.00834658187599364,0.0201045436268597,0.0468330926346193,0.052318948951233,-0.0163113372986063,"2006-01","2006-Q1",630600,-0.195369489375198,"2004-08"
2015-08-31,"78073","TX","San Antonio","Bexar","San Antonio",9049,161800,0.0156936597614564,0.0156936597614564,0.106703146374829,0.0381143640817669,0.0266344032645682,"2015-02","2015-Q1",165100,-0.0199878861296184,"2015-01"
2015-08-31,"95005","CA","Santa Cruz","Santa Cruz","Ben Lomond",9050,532300,0.00890826383623958,0.0209052550824703,0.0738349808351826,0.0518073236772236,-0.0131113191245535,"2006-02","2006-Q1",629600,-0.154542566709022,"2004-11"
2015-08-31,"96101","CA",,"Modoc","Alturas",9051,74100,0.00816326530612245,0.0291666666666667,-0.0426356589147287,-0.00241160364714543,-0.00935196983500874,"2006-05","2006-Q2",115700,-0.359550561797753,"2005-06"
2015-08-31,"44302","OH","Akron","Summit","Akron",9052,75400,0.00533333333333333,0.00937081659973226,0.0357142857142857,0.00484414497272034,-0.016666920505111,"2005-02","2005-Q1",89900,-0.161290322580645,"2002-01"
2015-08-31,"08068","NJ","Philadelphia","Burlington","Pemberton Township",9053,154800,0,0.00978473581213307,-0.0606796116504854,-0.0336546526378391,-0.0216112116284551,"2007-06","2007-Q2",209600,-0.261450381679389,"2004-01"
2015-08-31,"98365","WA",,"Jefferson","Port Ludlow",9054,321500,0.00594493116395494,0.0258455647734525,0.0843170320404722,-0.0107195572482539,-0.0026061092639188,"2007-02","2007-Q1",406600,-0.209296606000984,"2005-07"
2015-08-31,"45335","OH","Dayton","Greene","Jamestown",9055,125800,-0.00158730158730159,-0.00316957210776545,0.0194489465153971,0.0121987292499426,-0.00427000121414545,"2004-02","2004-Q1",143400,-0.122733612273361,
2015-08-31,"27258","NC","Burlington","Alamance","Haw River",9056,131300,0.00535987748851455,0.0115562403697997,0.0322327044025157,0.011669562760257,0.00517071510567835,"2015-08","2015-Q3",131300,0,"2015-08"
2015-08-31,"55013","MN","Minneapolis-St Paul","Chisago","Chisago City",9057,230300,0.0149845747025121,0.0336624775583483,0.120136186770428,0.0344738944700933,-0.0179389523291884,"2005-10","2005-Q4",283400,-0.187367678193366,"2003-10"
2015-08-31,"43460","OH","Toledo","Wood","Rossford",9058,109700,0.000912408759124088,0.000912408759124088,-0.0143755615453729,-0.00378525647459849,-0.00835410507327217,"2006-08","2006-Q3",126900,-0.135539795114263,"2001-08"
2015-08-31,"48350","MI","Detroit","Oakland","Springfield Township",9059,245400,-0.000814332247557003,0.00122399020807834,0.0563925957813173,0.0787307414199083,-0.00858593194436064,"2005-12","2005-Q4",269500,-0.0894248608534323,"2003-01"
2015-08-31,"48048","MI","Detroit","Macomb","New Haven",9060,134500,0.00148920327624721,0.00975975975975976,0.068308181096108,0.0617088199792528,-0.0201118454524765,"2005-05","2005-Q2",166900,-0.194128220491312,"1999-02"
2015-08-31,"46017","IN","Anderson","Madison","Chesterfield",9061,76300,0.0159786950732357,0.0255376344086021,0.0452054794520548,0.0047861799243003,-0.025806812259513,"2005-06","2005-Q2",100500,-0.240796019900498,"1998-05"
2015-08-31,"95666","CA",,"Amador","Pioneer",9062,203200,0.0200803212851406,0.0644316396018858,0.120176405733186,0.0315134402940687,-0.0468411555449308,"2005-12","2005-Q4",351800,-0.422399090392268,"2003-11"
2015-08-31,"24101","VA","Roanoke","Franklin","Hardy",9063,187000,-0.00372935535428876,-0.00319829424307036,-0.065,-0.00254726298522678,-0.000586339980730211,"2007-10","2007-Q4",209400,-0.106972301814709,"2006-04"
2015-08-31,"97016","OR","Portland","Columbia","Clatskanie",9064,168300,0,0.0035778175313059,0.00118976799524093,-0.0098058161667447,0.00438185346833975,"2009-05","2009-Q2",195300,-0.138248847926267,"2006-03"
